dog_id,hs_health_conditions_eye,hs_health_conditions_ear,hs_health_conditions_oral,hs_health_conditions_skin,hs_health_conditions_cardiac,hs_health_conditions_respiratory,hs_health_conditions_gastrointestinal,hs_health_conditions_liver,hs_health_conditions_kidney,hs_health_conditions_reproductive,hs_health_conditions_orthopedic,hs_health_conditions_neurological,hs_health_conditions_endocrine,hs_health_conditions_hematologic,hs_health_conditions_immune,hs_health_conditions_infectious_disease,hs_health_conditions_toxin_consumption,hs_health_conditions_trauma,hs_health_conditions_cancer
47852,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
91902,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
73132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
11736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80206,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
51079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
45753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73307,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
22532,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44517,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
83155,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0
15335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
102492,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4183,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
99069,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79336,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
81855,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79255,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
56517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54098,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
88376,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80769,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
82658,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42826,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
5826,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
31205,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0
49909,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86252,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94078,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71990,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
69942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78765,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
94570,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
64257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
59059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97255,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
80241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
75347,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
97416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
467,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
15033,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
20730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20908,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93133,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67647,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
50430,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46269,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97082,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79815,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22394,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
43413,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
39549,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
84306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28197,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16779,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69702,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3802,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
63739,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
6655,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
54246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4667,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
14694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41864,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71443,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
84756,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
34849,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
75374,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
89498,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
87499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
14796,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73422,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92490,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
79521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61122,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21401,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
8103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20148,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4723,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
29233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89648,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
35559,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
76029,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17690,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68186,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
28533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56733,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
93101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3022,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
86562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30397,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102101,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41502,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11717,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4746,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57654,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
74626,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60257,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
26162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1518,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
14230,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50575,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
18786,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88057,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60133,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10398,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
54967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
50805,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
12287,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
84250,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
65122,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102164,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
90027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
27496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80479,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
72497,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
82550,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
88549,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
95267,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33524,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59508,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82399,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92400,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
58244,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45278,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76087,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
28674,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
580,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59052,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
90419,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2986,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
87034,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
95701,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
46446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19330,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
85706,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41546,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41088,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
34086,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
24337,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35626,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
15935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
89586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30974,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
70601,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
52247,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
66340,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74625,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
37837,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8252,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
92120,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
96734,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
56990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29407,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13604,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
99608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99962,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
45893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69963,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77149,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
99071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77147,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
60874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7104,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
73761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
72682,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
50433,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76587,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
51135,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
87355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69399,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93824,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95721,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
57726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60744,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92660,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9417,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82675,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
37450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21480,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
95931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
90045,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
102576,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16549,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70013,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
28015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
101183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66771,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
67533,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
70796,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21621,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45656,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50105,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
46626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
89418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
55255,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
94795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87457,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
77857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90435,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59642,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
29912,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
18491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
11560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90062,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
83774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
80489,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
93024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63196,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
100724,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32472,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
84092,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
82956,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
5999,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35820,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
