dog_id,breed_type_Ancient and Spitz,breed_type_Herding dogs,breed_type_Mastiff-Like,breed_type_Mixed,breed_type_Retriever,breed_type_Scent Hounds,breed_type_Spaniels,breed_type_Terriers,breed_type_Toy dogs,breed_type_Working dogs
83175,True,False,False,False,False,False,False,False,False,False
6880,False,False,False,False,True,False,False,False,False,False
53040,False,False,True,False,False,False,False,False,False,False
40933,False,False,False,False,True,False,False,False,False,False
85173,True,False,False,False,False,False,False,False,False,False
82464,False,False,False,False,True,False,False,False,False,False
87441,False,False,False,False,False,True,False,False,False,False
7023,False,False,False,False,False,False,False,True,False,False
81717,False,False,False,False,True,False,False,False,False,False
83340,False,False,False,False,False,False,False,False,False,True
21602,False,False,False,False,False,False,False,True,False,False
16001,False,False,False,False,False,False,False,True,False,False
11166,False,False,False,False,True,False,False,False,False,False
71254,False,False,False,False,True,False,False,False,False,False
79687,False,False,False,False,False,False,False,True,False,False
66,False,True,False,False,False,False,False,False,False,False
30753,False,False,False,False,False,True,False,False,False,False
50326,False,True,False,False,False,False,False,False,False,False
68940,False,False,False,False,False,False,False,False,True,False
76061,False,False,False,False,True,False,False,False,False,False
79383,False,False,True,False,False,False,False,False,False,False
2287,False,False,False,False,False,False,False,False,True,False
92577,False,False,False,False,False,False,True,False,False,False
85835,False,False,False,False,False,True,False,False,False,False
35796,True,False,False,False,False,False,False,False,False,False
14449,False,False,False,False,False,False,False,False,False,True
62250,False,False,False,False,True,False,False,False,False,False
22504,False,False,False,False,True,False,False,False,False,False
13873,False,False,False,False,False,False,False,False,True,False
97737,False,False,True,False,False,False,False,False,False,False
69292,False,False,False,False,True,False,False,False,False,False
41882,False,True,False,False,False,False,False,False,False,False
25921,False,False,False,False,False,False,False,True,False,False
60399,False,False,False,False,True,False,False,False,False,False
81851,False,False,False,False,True,False,False,False,False,False
22556,False,False,False,False,False,False,False,False,False,True
63330,False,True,False,False,False,False,False,False,False,False
87835,False,False,False,False,False,False,True,False,False,False
91022,False,False,False,False,False,False,False,True,False,False
38188,False,True,False,False,False,False,False,False,False,False
32899,False,True,False,False,False,False,False,False,False,False
95758,False,False,False,False,False,False,False,False,False,True
24386,False,False,True,False,False,False,False,False,False,False
65585,False,True,False,False,False,False,False,False,False,False
37601,False,False,False,False,False,False,False,False,True,False
1531,False,False,False,True,False,False,False,False,False,False
97119,False,False,False,False,False,False,False,False,False,True
70850,False,False,False,False,False,False,True,False,False,False
70615,False,False,False,False,False,False,True,False,False,False
18319,False,False,False,False,False,False,False,True,False,False
32081,False,False,False,True,False,False,False,False,False,False
63041,False,False,False,False,False,False,False,False,False,True
35690,False,False,True,False,False,False,False,False,False,False
100332,False,False,False,False,False,False,False,False,True,False
70566,False,False,False,False,False,False,False,False,False,True
83685,False,False,False,True,False,False,False,False,False,False
66289,False,False,False,False,False,False,False,False,True,False
94125,False,False,False,False,False,False,True,False,False,False
29926,True,False,False,False,False,False,False,False,False,False
95442,False,False,False,False,True,False,False,False,False,False
84317,False,False,True,False,False,False,False,False,False,False
83508,False,True,False,False,False,False,False,False,False,False
97331,False,False,True,False,False,False,False,False,False,False
37560,False,False,False,False,False,False,True,False,False,False
53322,False,False,False,False,False,False,False,False,False,True
10880,False,False,True,False,False,False,False,False,False,False
43099,False,False,True,False,False,False,False,False,False,False
11183,False,False,False,False,False,False,True,False,False,False
44979,False,False,False,False,False,False,True,False,False,False
79281,False,False,False,False,False,True,False,False,False,False
34068,False,False,False,False,True,False,False,False,False,False
11753,False,True,False,False,False,False,False,False,False,False
94428,False,False,False,False,False,False,False,False,False,True
